room_id,relation,target_id,source_file,game_version,steam_build
BaseN_SubRooms,encounter,TimeChallengeN,RoomDataN.lua,1.139672,24556151
BaseN_SubRooms,unit,ShadeMerc,RoomDataN.lua,1.139672,24556151
BaseO,encounter,DevotionTestO,RoomDataO.lua,1.139672,24556151
BaseO,encounter,EliteChallengeO,RoomDataO.lua,1.139672,24556151
BaseO,encounter,PerfectClearChallengeO,RoomDataO.lua,1.139672,24556151
BaseO,encounter,TimeChallengeO,RoomDataO.lua,1.139672,24556151
BaseO,unit,ShadeMerc,RoomDataO.lua,1.139672,24556151
BaseP,encounter,EliteChallengeP,RoomDataP.lua,1.139672,24556151
BaseP,encounter,PerfectClearChallengeP,RoomDataP.lua,1.139672,24556151
BaseP,encounter,TimeChallengeP,RoomDataP.lua,1.139672,24556151
BaseP,reward,HeraUpgrade,RoomDataP.lua,1.139672,24556151
BaseQ,encounter,EliteChallengeQ,RoomDataQ.lua,1.139672,24556151
BaseQ,encounter,PerfectClearChallengeQ,RoomDataQ.lua,1.139672,24556151
BaseQ,encounter,TimeChallengeQ,RoomDataQ.lua,1.139672,24556151
BaseRoom,encounter,ArtemisCombatG,RoomData.lua,1.139672,24556151
BaseRoom,encounter,NemesisRandomEvent,RoomData.lua,1.139672,24556151
BaseRoom,unit,NPC_Chronos_01,RoomData.lua,1.139672,24556151
C_Boss01,encounter,BossZagreus01,RoomDataC.lua,1.139672,24556151
C_Boss01,reward,GemPointsBigDrop,RoomDataC.lua,1.139672,24556151
C_Boss01,reward,SpellDrop,RoomDataC.lua,1.139672,24556151
C_Boss01,unit,Zagreus,RoomDataC.lua,1.139672,24556151
Chaos_01,reward,TrialUpgrade,RoomDataChaos.lua,1.139672,24556151
Chaos_02,reward,TrialUpgrade,RoomDataChaos.lua,1.139672,24556151
Chaos_03,reward,TrialUpgrade,RoomDataChaos.lua,1.139672,24556151
Dream_Intro,encounter,Empty,RoomDataDream.lua,1.139672,24556151
Dream_PostBoss01,encounter,Empty,RoomDataDream.lua,1.139672,24556151
EndCredits01,encounter,Story_EndCredits,RoomDataI.lua,1.139672,24556151
EndCredits01,unit,NPC_Selene_01,RoomDataI.lua,1.139672,24556151
F_Boss01,encounter,BossHecate01,RoomDataF.lua,1.139672,24556151
F_Boss01,encounter,BossHecateKidnapping,RoomDataF.lua,1.139672,24556151
F_Boss01,encounter,BossHecateMissing,RoomDataF.lua,1.139672,24556151
F_Boss01,reward,MixerFBossDrop,RoomDataF.lua,1.139672,24556151
F_Boss01,unit,Chronos,RoomDataF.lua,1.139672,24556151
F_Boss01,unit,Hecate,RoomDataF.lua,1.139672,24556151
F_Boss01,unit,NPC_Chronos_01,RoomDataF.lua,1.139672,24556151
F_Boss01,unit,ShadeMerc,RoomDataF.lua,1.139672,24556151
F_Boss02,encounter,BossHecate02,RoomDataF.lua,1.139672,24556151
F_Boss02,encounter,BossHecateKidnapping,RoomDataF.lua,1.139672,24556151
F_Boss02,encounter,BossHecateMissing,RoomDataF.lua,1.139672,24556151
F_Boss02,reward,MixerFBossDrop,RoomDataF.lua,1.139672,24556151
F_Boss02,unit,Chronos,RoomDataF.lua,1.139672,24556151
F_Boss02,unit,Hecate,RoomDataF.lua,1.139672,24556151
F_Boss02,unit,HecateCopyEM,RoomDataF.lua,1.139672,24556151
F_Boss02,unit,ShadeMerc,RoomDataF.lua,1.139672,24556151
F_Combat01,encounter,FIntroFight,RoomDataF.lua,1.139672,24556151
F_Combat01,encounter,GeneratedF,RoomDataF.lua,1.139672,24556151
F_Combat01,reward,ApolloUpgrade,RoomDataF.lua,1.139672,24556151
F_Combat13,encounter,ArtemisCombatF,RoomDataF.lua,1.139672,24556151
F_Combat13,encounter,ArtemisCombatIntro,RoomDataF.lua,1.139672,24556151
F_Combat13,unit,NPC_Artemis_Field_01,RoomDataF.lua,1.139672,24556151
F_MiniBoss01,encounter,MiniBossTreant,RoomDataF.lua,1.139672,24556151
F_MiniBoss01,encounter,MiniBossTreant_Shrine,RoomDataF.lua,1.139672,24556151
F_MiniBoss02,encounter,MiniBossFogEmitter,RoomDataF.lua,1.139672,24556151
F_MiniBoss02,encounter,MiniBossFogEmitter_Shrine,RoomDataF.lua,1.139672,24556151
F_MiniBoss02,encounter,MiniBossTreant,RoomDataF.lua,1.139672,24556151
F_MiniBoss03,encounter,BossChronos01,RoomDataF.lua,1.139672,24556151
F_MiniBoss03,encounter,BossPolyphemus01,RoomDataF.lua,1.139672,24556151
F_MiniBoss03,encounter,MiniBossAssassin,RoomDataF.lua,1.139672,24556151
F_MiniBoss03,encounter,MiniBossTreant,RoomDataF.lua,1.139672,24556151
F_MiniBoss03,encounter,ZombieAssassinIntro,RoomDataF.lua,1.139672,24556151
F_Opening01,encounter,ArtemisCombatIntro,RoomDataF.lua,1.139672,24556151
F_Opening01,encounter,FCastTutorialFight,RoomDataF.lua,1.139672,24556151
F_Opening01,encounter,OpeningEmpty,RoomDataF.lua,1.139672,24556151
F_Opening01,encounter,OpeningGeneratedF,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,AphroditeUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,ApolloUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,AresUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,DemeterUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,HephaestusUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,HeraUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,HermesUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,HestiaUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,PoseidonUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,SpellDrop,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,WeaponUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,reward,ZeusUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening01,unit,NPC_Hermes_01,RoomDataF.lua,1.139672,24556151
F_Opening01,unit,ShadeMerc,RoomDataF.lua,1.139672,24556151
F_Opening02,encounter,FCastTutorialFight,RoomDataF.lua,1.139672,24556151
F_Opening02,encounter,OpeningEmpty,RoomDataF.lua,1.139672,24556151
F_Opening02,encounter,OpeningGeneratedF,RoomDataF.lua,1.139672,24556151
F_Opening02,reward,ApolloUpgrade,RoomDataF.lua,1.139672,24556151
F_Opening03,encounter,FCastTutorialFight,RoomDataF.lua,1.139672,24556151
F_Opening03,encounter,OpeningEmpty,RoomDataF.lua,1.139672,24556151
F_Opening03,encounter,OpeningGeneratedF,RoomDataF.lua,1.139672,24556151
F_Opening03,reward,ApolloUpgrade,RoomDataF.lua,1.139672,24556151
F_PostBoss01,encounter,BossScylla01,RoomDataF.lua,1.139672,24556151
F_PostBoss01,encounter,Story_Chronos_01,RoomDataF.lua,1.139672,24556151
F_PostBoss01,unit,NPC_Chronos_01,RoomDataF.lua,1.139672,24556151
F_PreBoss01,encounter,Shop,RoomDataF.lua,1.139672,24556151
F_PreBoss01,reward,RoomMoneyDrop,RoomDataF.lua,1.139672,24556151
F_Reprieve01,encounter,HealthRestore,RoomDataF.lua,1.139672,24556151
F_Reprieve01,unit,ShadeMerc,RoomDataF.lua,1.139672,24556151
F_Shop01,encounter,Shop,RoomDataF.lua,1.139672,24556151
F_Shop01,unit,NPC_Charon_01,RoomDataF.lua,1.139672,24556151
F_Story01,encounter,Story_Arachne_01,RoomDataF.lua,1.139672,24556151
F_Story01,unit,NPC_Arachne_01,RoomDataF.lua,1.139672,24556151
G_Boss01,encounter,BossScylla01,RoomDataG.lua,1.139672,24556151
G_Boss01,reward,MixerGBossDrop,RoomDataG.lua,1.139672,24556151
G_Boss01,unit,Scylla,RoomDataG.lua,1.139672,24556151
G_Boss02,encounter,BossScylla02,RoomDataG.lua,1.139672,24556151
G_Boss02,reward,MixerGBossDrop,RoomDataG.lua,1.139672,24556151
G_Boss02,unit,Scylla,RoomDataG.lua,1.139672,24556151
G_Intro,encounter,Empty,RoomDataG.lua,1.139672,24556151
G_Intro,reward,MetaCardPointsCommonDrop,RoomDataG.lua,1.139672,24556151
G_Intro,unit,NPC_Eris_01,RoomDataG.lua,1.139672,24556151
G_MiniBoss01,encounter,MiniBossWaterUnit,RoomDataG.lua,1.139672,24556151
G_MiniBoss02,encounter,MiniBossCrawler,RoomDataG.lua,1.139672,24556151
G_MiniBoss02,encounter,MiniBossJellyfish,RoomDataG.lua,1.139672,24556151
G_MiniBoss02,encounter,MiniBossWaterUnit,RoomDataG.lua,1.139672,24556151
G_MiniBoss03,encounter,MiniBossJellyfish,RoomDataG.lua,1.139672,24556151
G_PostBoss01,encounter,BossInfestedCerberus01,RoomDataG.lua,1.139672,24556151
G_PostBoss01,encounter,Empty,RoomDataG.lua,1.139672,24556151
G_PreBoss01,encounter,Shop,RoomDataG.lua,1.139672,24556151
G_PreBoss01,reward,RoomMoneyDrop,RoomDataG.lua,1.139672,24556151
G_PreBoss01,unit,ShadeMerc,RoomDataG.lua,1.139672,24556151
G_Reprieve01,encounter,HealthRestore,RoomDataG.lua,1.139672,24556151
G_Reprieve01,unit,ShadeMerc,RoomDataG.lua,1.139672,24556151
G_Shop01,encounter,Shop,RoomDataG.lua,1.139672,24556151
G_Story01,encounter,Story_Narcissus_01,RoomDataG.lua,1.139672,24556151
G_Story01,unit,NPC_Narcissus_01,RoomDataG.lua,1.139672,24556151
H_Boss01,encounter,BossChronos01,RoomDataH.lua,1.139672,24556151
H_Boss01,encounter,BossInfestedCerberus01,RoomDataH.lua,1.139672,24556151
H_Boss01,reward,MixerHBossDrop,RoomDataH.lua,1.139672,24556151
H_Boss01,unit,InfestedCerberus,RoomDataH.lua,1.139672,24556151
H_Boss02,encounter,BossChronos01,RoomDataH.lua,1.139672,24556151
H_Boss02,encounter,BossInfestedCerberus02,RoomDataH.lua,1.139672,24556151
H_Boss02,reward,MixerHBossDrop,RoomDataH.lua,1.139672,24556151
H_Boss02,unit,InfestedCerberus,RoomDataH.lua,1.139672,24556151
H_Bridge01,encounter,BridgeNemesisRandomEvent,RoomDataH.lua,1.139672,24556151
H_Bridge01,encounter,BridgeShop,RoomDataH.lua,1.139672,24556151
H_Bridge01,encounter,Shop,RoomDataH.lua,1.139672,24556151
H_Bridge01,encounter,Story_Echo_01,RoomDataH.lua,1.139672,24556151
H_Bridge01,unit,NPC_Charon_01,RoomDataH.lua,1.139672,24556151
H_Intro,encounter,Empty,RoomDataH.lua,1.139672,24556151
H_Intro,reward,MemPointsCommonDrop,RoomDataH.lua,1.139672,24556151
H_Intro,unit,NPC_Eris_01,RoomDataH.lua,1.139672,24556151
H_MiniBoss01,encounter,MiniBossVampire,RoomDataH.lua,1.139672,24556151
H_MiniBoss02,encounter,MiniBossLamia,RoomDataH.lua,1.139672,24556151
H_PostBoss01,encounter,Empty,RoomDataH.lua,1.139672,24556151
H_PreBoss01,encounter,Shop,RoomDataH.lua,1.139672,24556151
H_PreBoss01,reward,RoomMoneyDrop,RoomDataH.lua,1.139672,24556151
H_PreBoss01,unit,InfestedCerberus,RoomDataH.lua,1.139672,24556151
I_Boss01,encounter,BossChronos01,RoomDataI.lua,1.139672,24556151
I_Boss01,encounter,BossChronos02,RoomDataI.lua,1.139672,24556151
I_Boss01,reward,MixerIBossDrop,RoomDataI.lua,1.139672,24556151
I_Boss01,unit,Chronos,RoomDataI.lua,1.139672,24556151
I_Boss01,unit,NPC_Chronos_01,RoomDataI.lua,1.139672,24556151
I_ChronosFlashback01,encounter,Empty,RoomDataI.lua,1.139672,24556151
I_ChronosFlashback01,unit,Chronos,RoomDataI.lua,1.139672,24556151
I_ChronosFlashback01,unit,NPC_Chronos_01,RoomDataI.lua,1.139672,24556151
I_ChronosFlashback01,unit,NPC_Melinoe_Story_01,RoomDataI.lua,1.139672,24556151
I_ChronosFlashback01,unit,Zagreus,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,encounter,Story_DeathAreaRestored,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Chronos_01,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Chronos_Story_01,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Hades_Story_01,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Hecate_01,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Hecate_Story_01,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Persephone_01,RoomDataI.lua,1.139672,24556151
I_DeathAreaRestored,unit,NPC_Zagreus_01,RoomDataI.lua,1.139672,24556151
I_Intro,encounter,Empty,RoomDataI.lua,1.139672,24556151
I_Intro,reward,MetaCurrencyDrop,RoomDataI.lua,1.139672,24556151
I_Intro,unit,NPC_Eris_01,RoomDataI.lua,1.139672,24556151
I_MiniBoss01,encounter,MiniBossRatCatcher,RoomDataI.lua,1.139672,24556151
I_MiniBoss02,encounter,MiniBossGoldElemental,RoomDataI.lua,1.139672,24556151
I_PostBoss01,encounter,Empty,RoomDataI.lua,1.139672,24556151
I_PostBoss01,unit,Chronos,RoomDataI.lua,1.139672,24556151
I_PostBoss01,unit,NPC_Zagreus_Past_01,RoomDataI.lua,1.139672,24556151
I_PostBoss01,unit,Zagreus,RoomDataI.lua,1.139672,24556151
I_PreBoss01,encounter,Empty,RoomDataI.lua,1.139672,24556151
I_PreBoss01,reward,RoomMoneyDrop,RoomDataI.lua,1.139672,24556151
I_PreBoss01,unit,Chronos,RoomDataI.lua,1.139672,24556151
I_PreBoss02,unit,Chronos,RoomDataI.lua,1.139672,24556151
I_Reprieve01,encounter,HealthRestore,RoomDataI.lua,1.139672,24556151
I_Reprieve01,unit,ShadeMerc,RoomDataI.lua,1.139672,24556151
I_Shop01,encounter,Shop,RoomDataI.lua,1.139672,24556151
I_Story01,encounter,BossChronos01,RoomDataI.lua,1.139672,24556151
I_Story01,encounter,Story_Hades_01,RoomDataI.lua,1.139672,24556151
I_Story01,unit,NPC_Cerberus_Field_01,RoomDataI.lua,1.139672,24556151
I_Story01,unit,NPC_Hades_Field_01,RoomDataI.lua,1.139672,24556151
I_Story01,unit,NPC_Persephone_01,RoomDataI.lua,1.139672,24556151
N_Boss01,encounter,BossPolyphemus01,RoomDataN.lua,1.139672,24556151
N_Boss01,reward,MixerNBossDrop,RoomDataN.lua,1.139672,24556151
N_Boss01,unit,Polyphemus,RoomDataN.lua,1.139672,24556151
N_Boss02,encounter,BossPolyphemus02,RoomDataN.lua,1.139672,24556151
N_Boss02,reward,MixerNBossDrop,RoomDataN.lua,1.139672,24556151
N_Boss02,unit,Polyphemus,RoomDataN.lua,1.139672,24556151
N_CombatData,encounter,BossPolyphemus01,RoomDataN.lua,1.139672,24556151
N_CombatData,encounter,HeraclesCombatN,RoomDataN.lua,1.139672,24556151
N_CombatData,unit,BattleStandard,RoomDataN.lua,1.139672,24556151
N_CombatData,unit,ShadeMerc,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,Empty,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnCarrionEating01,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnSpawners01,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnSpawners02,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieBarrier01,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieCorpses01,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieFountain01,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieIsolated01,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieIsolated02,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieIsolated03,RoomDataN.lua,1.139672,24556151
N_Hub,encounter,HubReturnZombieStatue01,RoomDataN.lua,1.139672,24556151
N_Hub,unit,NPC_Heracles_01,RoomDataN.lua,1.139672,24556151
N_Hub,unit,SoulPylon,RoomDataN.lua,1.139672,24556151
N_MiniBoss01,encounter,MiniBossSatyrCrossbow,RoomDataN.lua,1.139672,24556151
N_MiniBoss02,encounter,MiniBossBoar,RoomDataN.lua,1.139672,24556151
N_MiniBoss02,unit,Boar,RoomDataN.lua,1.139672,24556151
N_MiniBoss02,unit,Boar_Shadow,RoomDataN.lua,1.139672,24556151
N_Opening01,encounter,OpeningEmpty,RoomDataN.lua,1.139672,24556151
N_Opening01,encounter,OpeningGeneratedN,RoomDataN.lua,1.139672,24556151
N_Opening01,reward,AresUpgrade,RoomDataN.lua,1.139672,24556151
N_Opening01,reward,HeraUpgrade,RoomDataN.lua,1.139672,24556151
N_Opening01,reward,HermesUpgrade,RoomDataN.lua,1.139672,24556151
N_Opening01,reward,PoseidonUpgrade,RoomDataN.lua,1.139672,24556151
N_Opening01,reward,SpellDrop,RoomDataN.lua,1.139672,24556151
N_Opening01,reward,ZeusUpgrade,RoomDataN.lua,1.139672,24556151
N_PostBoss01,encounter,Empty,RoomDataN.lua,1.139672,24556151
N_PreBoss01,encounter,Shop,RoomDataN.lua,1.139672,24556151
N_PreBoss01,reward,RoomMoneyDrop,RoomDataN.lua,1.139672,24556151
N_PreBoss01,unit,NPC_Charon_01,RoomDataN.lua,1.139672,24556151
N_PreHub01,encounter,PreHubGeneratedN,RoomDataN.lua,1.139672,24556151
N_PreHub01,unit,ShadeMerc,RoomDataN.lua,1.139672,24556151
N_Shop01,encounter,Shop,RoomDataN.lua,1.139672,24556151
N_Story01,encounter,Story_Medea_01,RoomDataN.lua,1.139672,24556151
N_Story01,unit,NPC_Medea_01,RoomDataN.lua,1.139672,24556151
O_Boss01,encounter,BossEris01,RoomDataO.lua,1.139672,24556151
O_Boss01,encounter,BossPrometheus01,RoomDataO.lua,1.139672,24556151
O_Boss01,reward,MixerOBossDrop,RoomDataO.lua,1.139672,24556151
O_Boss01,unit,Eris,RoomDataO.lua,1.139672,24556151
O_Boss01,unit,NPC_Circe_01,RoomDataO.lua,1.139672,24556151
O_Boss02,encounter,BossEris02,RoomDataO.lua,1.139672,24556151
O_Boss02,encounter,BossPrometheus01,RoomDataO.lua,1.139672,24556151
O_Boss02,reward,MixerOBossDrop,RoomDataO.lua,1.139672,24556151
O_Boss02,unit,Eris,RoomDataO.lua,1.139672,24556151
O_Combat13,encounter,GeneratedO_Intro01,RoomDataO.lua,1.139672,24556151
O_Combat13,encounter,GeneratedO_Intro01_First,RoomDataO.lua,1.139672,24556151
O_Combat13,encounter,HeraclesCombatO,RoomDataO.lua,1.139672,24556151
O_CombatData,encounter,GeneratedO_Intro01,RoomDataO.lua,1.139672,24556151
O_CombatData,encounter,GeneratedO_Intro01_First,RoomDataO.lua,1.139672,24556151
O_CombatData,encounter,HeraclesCombatO,RoomDataO.lua,1.139672,24556151
O_Devotion01,encounter,DevotionTestF,RoomDataO.lua,1.139672,24556151
O_Devotion01,encounter,DevotionTestG,RoomDataO.lua,1.139672,24556151
O_Devotion01,encounter,DevotionTestH,RoomDataO.lua,1.139672,24556151
O_Devotion01,encounter,DevotionTestI,RoomDataO.lua,1.139672,24556151
O_Devotion01,encounter,DevotionTestN,RoomDataO.lua,1.139672,24556151
O_Devotion01,encounter,DevotionTestP,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,AphroditeUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,ApolloUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,DemeterUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,HephaestusUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,HeraUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,HestiaUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,PoseidonUpgrade,RoomDataO.lua,1.139672,24556151
O_Devotion01,reward,ZeusUpgrade,RoomDataO.lua,1.139672,24556151
O_Intro,encounter,Empty,RoomDataO.lua,1.139672,24556151
O_MiniBoss01,encounter,MiniBossCharybdis,RoomDataO.lua,1.139672,24556151
O_MiniBoss02,encounter,MiniBossCaptain,RoomDataO.lua,1.139672,24556151
O_MiniBoss02,encounter,MiniBossCharybdis,RoomDataO.lua,1.139672,24556151
O_PostBoss01,encounter,Empty,RoomDataO.lua,1.139672,24556151
O_PreBoss01,encounter,Empty,RoomDataO.lua,1.139672,24556151
O_PreBoss01,encounter,Shop,RoomDataO.lua,1.139672,24556151
O_PreBoss01,reward,RoomMoneyDrop,RoomDataO.lua,1.139672,24556151
O_Reprieve01,encounter,HealthRestore,RoomDataO.lua,1.139672,24556151
O_Reprieve01,unit,ShadeMerc,RoomDataO.lua,1.139672,24556151
O_Shop01,encounter,Shop,RoomDataO.lua,1.139672,24556151
O_Story01,encounter,Story_Circe_01,RoomDataO.lua,1.139672,24556151
O_Story01,unit,NPC_Circe_01,RoomDataO.lua,1.139672,24556151
P_Boss01,encounter,BossPrometheus01,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,BossPrometheus02,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,HeraclesCombatN,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,HeraclesCombatN2,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,HeraclesCombatO,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,HeraclesCombatO2,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,HeraclesCombatP,RoomDataP.lua,1.139672,24556151
P_Boss01,encounter,HeraclesCombatP2,RoomDataP.lua,1.139672,24556151
P_Boss01,reward,MixerPBossDrop,RoomDataP.lua,1.139672,24556151
P_Boss01,unit,Heracles,RoomDataP.lua,1.139672,24556151
P_Boss01,unit,Prometheus,RoomDataP.lua,1.139672,24556151
P_Combat01,encounter,P_Combat01_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat01,encounter,P_Combat01_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat01,encounter,P_Combat01_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat01,encounter,P_Combat01_PreCombat04,RoomDataP.lua,1.139672,24556151
P_Combat02,encounter,P_Combat02_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat02,encounter,P_Combat02_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat02,encounter,P_Combat02_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat03,encounter,OlympusIntro,RoomDataP.lua,1.139672,24556151
P_Combat03,encounter,P_Combat03_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat03,encounter,P_Combat03_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat03,encounter,P_Combat03_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat03,unit,AutomatonBeamer,RoomDataP.lua,1.139672,24556151
P_Combat03,unit,AutomatonEnforcer,RoomDataP.lua,1.139672,24556151
P_Combat03,unit,HarpyDropper,RoomDataP.lua,1.139672,24556151
P_Combat03,unit,SatyrSapper,RoomDataP.lua,1.139672,24556151
P_Combat03,unit,SentryBot,RoomDataP.lua,1.139672,24556151
P_Combat03,unit,ZombieOlympus,RoomDataP.lua,1.139672,24556151
P_Combat04,encounter,P_Combat04_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat04,encounter,P_Combat04_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat04,encounter,P_Combat04_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat05,encounter,P_Combat05_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat05,encounter,P_Combat05_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat05,encounter,P_Combat05_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat06,encounter,P_Combat06_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat06,encounter,P_Combat06_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat06,encounter,P_Combat06_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat06,encounter,P_Combat06_PreCombat04,RoomDataP.lua,1.139672,24556151
P_Combat07,encounter,P_Combat07_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat07,encounter,P_Combat07_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat07,encounter,P_Combat07_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat08,encounter,P_Combat08_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat08,encounter,P_Combat08_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat08,encounter,P_Combat08_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat09,encounter,P_Combat09_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat09,encounter,P_Combat09_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat09,encounter,P_Combat09_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat10,encounter,P_Combat10_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat10,encounter,P_Combat10_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat10,encounter,P_Combat10_PreCombat03,RoomDataP.lua,1.139672,24556151
P_Combat11,encounter,P_Combat11_PreCombat01,RoomDataP.lua,1.139672,24556151
P_Combat11,encounter,P_Combat11_PreCombat02,RoomDataP.lua,1.139672,24556151
P_Combat11,encounter,P_Combat11_PreCombat03,RoomDataP.lua,1.139672,24556151
